name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,average_brand_price,predicted_price
Datsun RediGO T Option,2016,200000,35000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,Datsun,314599.95384615386,264764.96
Honda Amaze VX i-VTEC,2015,450000,50000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,Honda,596178.0149892934,425005.8333333334
Tata Nexon 1.5 Revotorq XM,2018,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,Tata,357433.1076294278,923199.96
Maruti Eeco 7 Seater Standard BSIV,2019,359000,5500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7.0,Maruti,403075.7214052288,392941.6358333333
Renault KWID RXT,2017,320000,28000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,308082.38095238095
Tata Indica GLS BS IV,2009,110000,113000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,Tata,357433.1076294278,145355.25
Maruti Eeco 5 STR With AC Plus HTR CNG,2011,209000,1,CNG,Individual,Manual,Fourth & Above Owner,15.1,1196.0,73.0,5.0,Maruti,403075.7214052288,220080.0
Tata Manza Aura (ABS) Safire,2010,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,Tata,357433.1076294278,153916.65666666665
Hyundai Grand i10 CRDi Magna,2014,400000,50074,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai,458554.3667844523,400579.1666666666
Hyundai i20 Asta 1.4 CRDi,2014,600000,100000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,564474.2357142856
Maruti Eeco 7 Seater Standard BSIV,2017,350000,35000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7.0,Maruti,403075.7214052288,367839.99
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,990000,60000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,516682.58186397987,943475.0
Mercedes-Benz E-Class E250 CDI Elegance,2011,1600000,70000,Diesel,Individual,Automatic,First Owner,14.21,2143.0,203.0,5.0,Mercedes-Benz,2470444.4444444445,1448300.0
Tata Hexa XT,2017,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,357433.1076294278,1317730.0
Maruti Baleno Zeta Automatic,2017,745000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,403075.7214052288,697500.0
Skoda Kodiaq 2.0 TDI Style,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968.0,148.0,7.0,Skoda,607723.7714285714,1990160.0
Maruti Swift LDI SP Limited Edition,2015,500000,35000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,523449.9
Maruti Wagon R VXI AMT Opt 1.2,2019,540000,5000,Petrol,Individual,Automatic,First Owner,20.52,1197.0,81.8,5.0,Maruti,403075.7214052288,574000.0
Toyota Innova Crysta 2.4 VX MT BSIV,2016,1850000,33000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,Toyota,959946.6741803279,1815659.86
Tata Bolt Quadrajet XE,2017,600000,27000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata,357433.1076294278,585519.9966666667
Ford Freestyle Titanium Petrol BSIV,2018,690000,25000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,Ford,516682.58186397987,676855.8333333333
Maruti Swift VDI BSIV,2016,630000,30154,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,605743.2733333333
Hyundai Xcent 1.2 VTVT SX Option,2018,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,458554.3667844523,598209.97
Volvo S90 D4 Inscription BSIV,2019,5500000,17000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3272014.925373134,4908000.0
Ford Endeavour 2.2 Titanium AT 4X2,2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198.0,158.0,7.0,Ford,516682.58186397987,1649880.0
Maruti Swift VXI Deca,2016,500000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,471729.98
Maruti Alto 800 LXI,2017,310000,54000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,302174.1666666667
Mahindra TUV 300 T6 Plus,2015,600000,80000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,623224.0556994819,644884.99
Maruti 800 AC,1999,40000,100000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,60459.91
Hyundai Xcent 1.2 CRDi S,2018,620000,70000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,458554.3667844523,590899.99
Maruti Baleno Zeta 1.3,2018,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,744535.0
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582.0,126.2,5.0,Hyundai,458554.3667844523,1180620.0
Maruti Baleno Zeta 1.3,2018,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,744535.0
Hyundai i10 Sportz Option,2012,300000,45000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,293440.0
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,2019,500000,5000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,357433.1076294278,461449.69
Chevrolet Beat LT,2012,120000,70000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,Chevrolet,273867.47826086957,126950.0
Hyundai EON D Lite Plus,2017,350000,26263,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,336100.0
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,2016,350000,100000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,5.0,Mahindra,623224.0556994819,356460.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,Toyota,959946.6741803279,728700.0
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5.0,Renault,462618.38157894736,1048800.0
Hyundai Verna SX Diesel,2013,550000,80000,Diesel,Dealer,Manual,First Owner,25.0,1493.0,113.42,5.0,Hyundai,458554.3667844523,556641.6666666666
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,675000,108000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti,403075.7214052288,672216.6666666667
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,959946.6741803279,1363000.0
Maruti Swift VVT ZXI,2017,625000,25000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,617799.96
Hyundai Creta 1.6 SX,2018,1220000,11000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,Hyundai,458554.3667844523,1222900.0
Maruti S-Presso VXI AT,2019,475000,5000,Petrol,Individual,Automatic,First Owner,21.7,998.0,67.0,5.0,Maruti,403075.7214052288,475089.99
Ford Ecosport 1.5 Diesel Titanium,2014,550000,105000,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0,Ford,516682.58186397987,552459.98
Maruti Ritz VXi,2012,320000,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,325115.0
Maruti Swift ZDi,2014,530000,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,403075.7214052288,493485.46619047626
Maruti Alto 800 LXI,2018,300000,30000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,300379.6428571429
Honda City i-VTEC VX,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,Honda,596178.0149892934,1153210.0
Maruti Alto LX,2000,45957,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,50690.44
Hyundai EON Sportz,2012,190000,65000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,188133.3333333333
Hyundai Verna 1.6 SX CRDi (O),2014,730000,60000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,720050.0
Maruti Swift VDI Optional,2015,530000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,528000.0
Ford Figo 1.2P Titanium MT,2019,530000,9500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,516682.58186397987,541599.99
Renault Captur 1.5 Diesel RXT,2018,1265000,12000,Diesel,Individual,Manual,First Owner,20.37,1461.0,108.45,5.0,Renault,462618.38157894736,1237549.99
Maruti Ciaz Alpha Diesel,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,403075.7214052288,1017950.0
Maruti Alto LXi,2009,130000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,130430.0
Mahindra TUV 300 T8,2017,735000,70000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,623224.0556994819,707185.9423809524
BMW 3 Series 320d Sedan,2011,1500000,84925,Diesel,Individual,Automatic,First Owner,16.07,1995.0,181.0,5.0,BMW,4109916.6666666665,1422400.0
Hyundai Santro Xing XK eRLX EuroIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,5.0,Hyundai,458554.3667844523,115433.33333333331
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,Toyota,959946.6741803279,728700.0
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5.0,Renault,462618.38157894736,1048800.0
Hyundai Verna SX Diesel,2013,550000,80000,Diesel,Dealer,Manual,First Owner,25.0,1493.0,113.42,5.0,Hyundai,458554.3667844523,556641.6666666666
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,675000,108000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti,403075.7214052288,672216.6666666667
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,959946.6741803279,1363000.0
Maruti Swift VVT ZXI,2017,625000,25000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,617799.96
Hyundai Creta 1.6 SX,2018,1220000,11000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,Hyundai,458554.3667844523,1222900.0
Maruti S-Presso VXI AT,2019,475000,5000,Petrol,Individual,Automatic,First Owner,21.7,998.0,67.0,5.0,Maruti,403075.7214052288,475089.99
Ford Ecosport 1.5 Diesel Titanium,2014,550000,105000,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0,Ford,516682.58186397987,552459.98
Maruti Ritz VXi,2012,320000,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,325115.0
Maruti Swift ZDi,2014,530000,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,403075.7214052288,493485.46619047626
Maruti Alto 800 LXI,2018,300000,30000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,300379.6428571429
Honda City i-VTEC VX,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,Honda,596178.0149892934,1153210.0
Maruti Alto LX,2000,45957,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,50690.44
Hyundai EON Sportz,2012,190000,65000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,188133.3333333333
Hyundai Verna 1.6 SX CRDi (O),2014,730000,60000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,720050.0
Maruti Swift VDI Optional,2015,530000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,528000.0
Ford Figo 1.2P Titanium MT,2019,530000,9500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,516682.58186397987,541599.99
Renault Captur 1.5 Diesel RXT,2018,1265000,12000,Diesel,Individual,Manual,First Owner,20.37,1461.0,108.45,5.0,Renault,462618.38157894736,1237549.99
Maruti Ciaz Alpha Diesel,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,403075.7214052288,1017950.0
Hyundai Grand i10 Magna,2017,470000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,478849.97
Tata Indigo CS eLX BS IV,2014,250000,50000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,5.0,Tata,357433.1076294278,243159.98
Maruti Ertiga LXI,2013,430000,90000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,Maruti,403075.7214052288,456835.71428571426
Maruti Ertiga VDI,2012,550000,93000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,493999.91
Maruti Swift Dzire VXI,2015,500000,117000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,403075.7214052288,497829.98
Honda City 2017-2020 GXi,2008,240000,90000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,596178.0149892934,219378.49999999997
Maruti Swift VXI BSIII,2008,170000,80000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,Maruti,403075.7214052288,170452.99
Maruti Alto 800 LXI,2016,252000,30000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,268495.0
Maruti Alto 800 LXI,2017,270000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,297811.54761904763
Maruti Alto LX,2004,100000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,99310.0
Maruti Wagon R VXI BS IV,2015,350000,46357,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,339774.96
Ford Fiesta 1.4 ZXi Duratec,2011,240000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,Ford,516682.58186397987,226650.0
Renault Lodgy 85PS Std,2016,620000,7000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,8.0,Renault,462618.38157894736,621989.99
Renault Fluence 2.0,2011,600000,43000,Petrol,Dealer,Automatic,First Owner,13.4,1997.0,135.1,5.0,Renault,462618.38157894736,550349.97
Ford Figo Aspire Titanium Diesel,2016,650000,85000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,Ford,516682.58186397987,579119.96
Hyundai Verna CRDi 1.6 SX,2018,950000,70000,Diesel,Individual,Manual,First Owner,22.0,1582.0,126.2,5.0,Hyundai,458554.3667844523,985650.0
Maruti Swift VDI Optional,2017,660000,56000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,645931.4444444445
Hyundai i20 Sportz 1.4 CRDi,2012,360000,90000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,Hyundai,458554.3667844523,349149.99
Maruti Alto K10 VXI Airbag,2017,382000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.1,5.0,Maruti,403075.7214052288,362200.0
Hyundai i10 Magna 1.1L,2011,270000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,458554.3667844523,252289.99
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2015,650000,70000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,630254.1666666667
Ford Figo Diesel Titanium,2011,200000,170000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,516682.58186397987,186099.92
Maruti Celerio LDi,2015,400000,95000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5.0,Maruti,403075.7214052288,366770.0
Maruti Swift VDI,2012,416000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,403075.7214052288,396767.89476190484
Maruti Baleno Alpha Diesel,2018,750000,35000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,744616.6666666667
Tata Indica Vista Quadrajet VX,2013,190000,120000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,5.0,Tata,357433.1076294278,206850.0
Tata Indica V2 2001-2011 DLS BSIII,2008,60000,120000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396.0,52.8,5.0,Tata,357433.1076294278,65642.59
Tata New Safari Dicor VX 4X2,2006,300000,175000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,Tata,357433.1076294278,261010.0
Maruti Wagon R LX Minor,2013,300000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,228659.99
Tata Indica V2 DLS,2007,65000,120000,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,5.0,Tata,357433.1076294278,66767.59
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,270000,108000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5.0,Ford,516682.58186397987,269980.0
Mahindra Bolero 2011-2019 EX NON AC,2014,600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,568394.2757142858
Hyundai Santa Fe 4x4 AT,2011,1200000,62000,Diesel,Individual,Automatic,Second Owner,11.72,2199.0,194.3,7.0,Hyundai,458554.3667844523,1114450.0
Hyundai EON Sportz,2012,195000,35000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,189853.33333333337
Maruti 800 AC,1998,35000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,37340.0
Tata Indigo CS LX (TDI) BS III,2008,100000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,Tata,357433.1076294278,124719.99
Hyundai i10 Magna,2012,220000,67000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,245470.0
Maruti Alto 800 VXI,2016,320000,46737,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,299413.1158008658
Chevrolet Beat LT,2014,240000,30000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,Chevrolet,273867.47826086957,265209.98
Tata Sumo Gold EX,2014,275000,300000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,Tata,357433.1076294278,315370.0
Chevrolet Enjoy TCDi LT 7 Seater,2014,275000,195000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,7.0,Chevrolet,273867.47826086957,286770.0
Tata Indica Vista Aura 1.2 Safire BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,16.5,1172.0,65.0,5.0,Tata,357433.1076294278,155529.99
Hyundai Verna 1.6 SX,2012,450000,200000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,450600.0
Renault Duster 110PS Diesel RxZ,2015,600000,160000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,Renault,462618.38157894736,599227.5
Maruti Alto 800 LXI Optional,2018,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,286631.80555555556
Maruti Wagon R VXI Optional,2018,432000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,445676.5
Tata Indica Vista TDI LS,2012,175000,90000,Diesel,Individual,Manual,Third Owner,19.4,1405.0,70.0,5.0,Tata,357433.1076294278,180070.0
Maruti Ertiga SHVS VDI,2016,770000,100000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,Maruti,403075.7214052288,767956.6366666666
Maruti Alto K10 LXI,2011,135000,110048,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,Maruti,403075.7214052288,158610.0
Hyundai Xcent 1.2 CRDi E Plus,2018,680000,26000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,458554.3667844523,562365.0
Maruti Wagon R LXI Minor,2007,90000,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061.0,67.0,5.0,Maruti,403075.7214052288,87976.66666666669
Maruti Gypsy King Soft Top,1997,300000,186388,Petrol,Individual,Manual,Second Owner,14.8,1298.0,80.0,8.0,Maruti,403075.7214052288,239500.0
Chevrolet Aveo U-VA 1.2 LT,2007,100000,60000,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,5.0,Chevrolet,273867.47826086957,98699.98
Maruti Alto LXi BSIII,2006,120000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,115101.66666666669
Renault Duster RXZ 110PS AMT BSIV,2017,750000,20171,Diesel,Dealer,Automatic,First Owner,19.87,1461.0,108.5,5.0,Renault,462618.38157894736,800126.6066666667
Honda Jazz V Diesel,2017,525000,37151,Diesel,Dealer,Manual,First Owner,27.3,1498.0,98.6,5.0,Honda,596178.0149892934,624109.99
Honda City i VTEC VX Option,2015,649000,39000,Petrol,Dealer,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda,596178.0149892934,648110.0
Volkswagen Polo Select 1.2 MPI Highline,2010,210000,44500,Petrol,Dealer,Manual,First Owner,16.47,1198.0,74.0,5.0,Volkswagen,498817.188172043,232300.0
Honda Jazz 1.2 VX i VTEC,2016,526000,15000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,596178.0149892934,543209.95
Ford Ecosport 1.5 Petrol Titanium,2016,599000,39000,Petrol,Dealer,Manual,First Owner,15.9,1496.0,120.69,5.0,Ford,516682.58186397987,673089.96
Honda City i VTEC S,2015,500000,58161,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,596178.0149892934,545230.0
Honda CR-V 2.4L 4WD AT,2012,750000,50171,Petrol,Dealer,Automatic,First Owner,11.1,2354.0,158.8,5.0,Honda,596178.0149892934,790649.99
Honda City i-VTEC V,2011,325000,40000,Petrol,Dealer,Manual,First Owner,17.4,1497.0,117.6,5.0,Honda,596178.0149892934,381699.99
Honda City i VTEC SV,2016,575000,55161,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,596178.0149892934,618240.0
Honda Brio 1.2 S MT,2012,245000,30000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,Honda,596178.0149892934,298600.0
Honda City i VTEC V,2016,625000,55000,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,596178.0149892934,618240.0
Honda Accord 2.4 A/T,2013,580000,50000,Petrol,Dealer,Automatic,First Owner,11.7,2354.0,177.6,5.0,Honda,596178.0149892934,924499.96
Audi A3 40 TFSI Premium,2017,1689999,8000,Petrol,Dealer,Automatic,First Owner,16.6,1798.0,177.5,5.0,Audi,2612199.925,1990370.5221212122
Hyundai Creta 1.6 SX Option,2018,1175000,14000,Petrol,Dealer,Manual,First Owner,15.8,1591.0,121.3,5.0,Hyundai,458554.3667844523,1178500.0
Honda City i VTEC SV,2015,575000,9599,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,596178.0149892934,658700.0
